date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:23:28	62006/62006	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:47:20%20GMT	https://www.womenshealth.gov/mental-health/good-mental-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/good-mental-health.html	(from https://www.womenshealth.gov/mental-health)
06:23:29	64329/64329	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:28%20GMT	https://www.womenshealth.gov/mental-health/mental-health-conditions	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/mental-health-conditions.html	(from https://www.womenshealth.gov/mental-health)
06:23:29	70239/70239	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2018:37:06%20GMT	https://www.womenshealth.gov/mental-health/abuse-trauma-and-mental-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/abuse-trauma-and-mental-health.html	(from https://www.womenshealth.gov/mental-health)
06:23:29	58302/58302	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2012:22:09%20GMT	https://www.womenshealth.gov/mental-health/body-image-and-mental-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/body-image-and-mental-health.html	(from https://www.womenshealth.gov/mental-health)
06:23:30	58702/58702	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:29%20GMT	https://www.womenshealth.gov/mental-health/living-mental-health-condition	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/living-mental-health-condition.html	(from https://www.womenshealth.gov/mental-health)
06:23:30	63423/63423	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:30%20GMT	https://www.womenshealth.gov/mental-health/get-help-now	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/get-help-now.html	(from https://www.womenshealth.gov/mental-health)
06:23:30	60273/60273	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:30%20GMT	https://www.womenshealth.gov/mental-health/mental-health-resources	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/mental-health-resources.html	(from https://www.womenshealth.gov/mental-health)
06:23:31	71164/71164	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:31%20GMT	https://www.womenshealth.gov/mental-health/good-mental-health/how-do-i-know-whether-i-have-mental-health-condition	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/good-mental-health/how-do-i-know-whether-i-have-mental-health-condition.html	(from https://www.womenshealth.gov/mental-health)
06:23:31	62337/62337	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:31%20GMT	https://www.womenshealth.gov/mental-health/mental-health-conditions/eating-disorders	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/mental-health-conditions/eating-disorders.html	(from https://www.womenshealth.gov/mental-health)
06:23:32	15457/15457	---M--	200	added ('OK')	image/jpeg	etag:%22bb9a0ea4133e0c27b3c342f61b74bc0e%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Goodmentalhealth.jpg?VersionId=HtWSdpoWRdby9cs0paE6Y7O8Apn7Xzck&itok=bn0NS12v	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Goodmentalhealth2058.jpg	(from https://www.womenshealth.gov/mental-health)
06:23:33	73051/73051	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2020:15:09%20GMT	https://www.womenshealth.gov/mental-health/good-mental-health/sleep-and-your-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/good-mental-health/sleep-and-your-health.html	(from https://www.womenshealth.gov/mental-health)
06:23:34	19758/19758	---M--	200	added ('OK')	image/jpeg	etag:%22b03af1a1faa83cb44b2197f582ec6955%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Mentalhealthconditions.jpg?VersionId=GFzHBM9loC5KRv8ZZRBlWtb_pqFwK5Jg&itok=XhnVOks1	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Mentalhealthconditions8223.jpg	(from https://www.womenshealth.gov/mental-health)
06:23:35	17893/17893	---M--	200	added ('OK')	image/jpeg	etag:%22b5094a68d5ac4d4f3836bfbefc5f8317%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Abusetraumaandmentalhealth.jpg?VersionId=mr.iP3bwqtTmRorUR8hn9n5pOvjiZJjD&itok=BouNSIhM	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Abusetraumaandmentalhealthdf27.jpg	(from https://www.womenshealth.gov/mental-health)
06:23:36	70239/70239	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:35%20GMT	https://www.womenshealth.gov/mental-health/abuse-trauma-and-mental-health/	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/abuse-trauma-and-mental-health/index.html	(from https://www.womenshealth.gov/mental-health)
06:23:37	25849/25849	---M--	200	added ('OK')	image/jpeg	etag:%223feb98222746aa6e8e9174eadf5c9bb1%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Bodyimageandmentalhealth.jpg?VersionId=zhoPWlTv7xMLfZ0a_xVuyFA6Rh6Obx5K&itok=CxCVy2cl	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Bodyimageandmentalhealth3137.jpg	(from https://www.womenshealth.gov/mental-health)
06:23:37	73529/73529	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2022:14:42%20GMT	https://www.womenshealth.gov/mental-health/body-image-and-mental-health/body-image	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/body-image-and-mental-health/body-image.html	(from https://www.womenshealth.gov/mental-health)
06:23:37	62763/62763	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2008:43:30%20GMT	https://www.womenshealth.gov/mental-health/body-image-and-mental-health/pregnancy-and-body-image	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/body-image-and-mental-health/pregnancy-and-body-image.html	(from https://www.womenshealth.gov/mental-health)
06:23:39	75686/75686	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:47:03%20GMT	https://www.womenshealth.gov/mental-health/living-mental-health-condition/working-mental-health-condition	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/living-mental-health-condition/working-mental-health-condition.html	(from https://www.womenshealth.gov/mental-health)
06:23:40	15653/15653	---M--	200	added ('OK')	image/jpeg	etag:%22d78038d37dd24c61c49765b5ddb08fea%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Livingwithamentalhealthcondition.jpg?VersionId=QE5toM5UhlvRFts9BQr1dMpFa_yBhK9r&itok=zrKbxp5U	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Livingwithamentalhealthconditione868.jpg	(from https://www.womenshealth.gov/mental-health)
06:23:40	76938/76938	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2002:27:18%20GMT	https://www.womenshealth.gov/mental-health/living-mental-health-condition/reproductive-health-and-mental-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/living-mental-health-condition/reproductive-health-and-mental-health.html	(from https://www.womenshealth.gov/mental-health)
06:23:41	125097/125097	---M--	200	added ('OK')	image/jpeg	etag:%22282550f1f38245f562e5c119f1ebe8b4%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Gethelpnow.jpg?VersionId=Lb1IQUNg.Ln6wyVvlXpFQTCUAggv28oD&itok=NltjJDDH	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Gethelpnowc0a2.jpg	(from https://www.womenshealth.gov/mental-health)
06:23:41	65760/65760	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:41%20GMT	https://www.womenshealth.gov/mental-health/get-help-now/suicide-prevention	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/get-help-now/suicide-prevention.html	(from https://www.womenshealth.gov/mental-health)
06:23:42	66299/66299	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:42%20GMT	https://www.womenshealth.gov/mental-health/get-help-now/getting-treatment	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/get-help-now/getting-treatment.html	(from https://www.womenshealth.gov/mental-health)
06:23:42	64930/64930	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:42%20GMT	https://www.womenshealth.gov/node/679	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/node/679.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:43	64722/64722	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2017:04:31%20GMT	https://www.womenshealth.gov/relationships-and-safety/signs-abuse	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/signs-abuse.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:43	64532/64532	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2021:05:50%20GMT	https://www.womenshealth.gov/relationships-and-safety/domestic-violence	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/domestic-violence.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:43	62834/62834	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:43%20GMT	https://www.womenshealth.gov/relationships-and-safety/sexual-assault-and-rape	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/sexual-assault-and-rape.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:44	67323/67323	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2007:26:41%20GMT	https://www.womenshealth.gov/relationships-and-safety/other-types	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/other-types.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:44	74981/74981	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2019:29:08%20GMT	https://www.womenshealth.gov/relationships-and-safety/effects-violence-against-women	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/effects-violence-against-women.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:44	62459/62459	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2016:40:54%20GMT	https://www.womenshealth.gov/relationships-and-safety/get-help	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/get-help.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:44	66610/66610	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:44%20GMT	https://www.womenshealth.gov/relationships-and-safety/help-end-violence	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/help-end-violence.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:45	67448/67448	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:45%20GMT	https://www.womenshealth.gov/relationships-and-safety/relationships-and-safety-resources	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/relationships-and-safety-resources.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:45	56354/56354	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:23:45%20GMT	https://www.womenshealth.gov/relationships-and-safety/get-help/help-abused-friend	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/get-help/help-abused-friend	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:46	69785/69785	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2021:06:17%20GMT	https://www.womenshealth.gov/relationships-and-safety/other-types/emotional-and-verbal-abuse	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/other-types/emotional-and-verbal-abuse.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:47	12957/12957	---M--	200	added ('OK')	image/jpeg	etag:%22989647d70fc53e31ca7313d88634cfb4%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Gethelp.jpg?VersionId=azBvkXrDuFFd2jDwmX.MFOokOkTCoBoG&itok=uTv_tNdK	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Gethelp2eed.jpg	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:47	68463/68463	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2007:45:19%20GMT	https://www.womenshealth.gov/relationships-and-safety/get-help/how-help-friend	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/get-help/how-help-friend.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:48	19492/19492	---M--	200	added ('OK')	image/jpeg	etag:%2225fe23b7cf8f6155c92846b58d49da04%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/AmIbeingabused.jpg?VersionId=MDz_XoamlR3P9kQV2_UKNUqneie5l7fR&itok=tCTplrFb	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/AmIbeingabusedb629.jpg	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:49	64722/64722	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:48%20GMT	https://www.womenshealth.gov/relationships-and-safety/signs-abuse/	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/signs-abuse/index.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:51	28255/28255	---M--	200	added ('OK')	image/jpeg	etag:%227fd9f91e5a4876dd320187e567d176cd%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Helpendviolenceagainstwomen.jpg?VersionId=cx.U5Qk1RW0duI7wa33FnpzKVF.Mx98v&itok=KtkEchqP	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Helpendviolenceagainstwomenc4cb.jpg	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:52	21679/21679	---M--	200	added ('OK')	image/jpeg	etag:%222fb2bd1f54c20214bd32c753d24f1d99%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Sexualassaultandrape.jpg?VersionId=2ZuI8fII740nF2PNqgeLhk4.z1.y.KaO&itok=8-KeSh2d	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Sexualassaultandrape64b2.jpg	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:52	74722/74722	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:52%20GMT	https://www.womenshealth.gov/relationships-and-safety/sexual-assault-and-rape/college-sexual-assault	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/sexual-assault-and-rape/college-sexual-assault.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:53	78540/78540	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:52%20GMT	https://www.womenshealth.gov/relationships-and-safety/sexual-assault-and-rape/rape	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/sexual-assault-and-rape/rape.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:53	15420/15420	---M--	200	added ('OK')	image/jpeg	etag:%228a0373999b0710f9b0eb0bfeecd13149%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Domesticorintimatepartnerviolence.jpg?VersionId=IasNfYsnc8OV0I.tw3bHMsbbLKyZ8A9i&itok=kpe3_n95	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Domesticorintimatepartnerviolence2508.jpg	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:54	76171/76171	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2019:15:47%20GMT	https://www.womenshealth.gov/relationships-and-safety/domestic-violence/signs-domestic-violence	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/domestic-violence/signs-domestic-violence.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:54	80350/80350	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2012:38:16%20GMT	https://www.womenshealth.gov/relationships-and-safety/domestic-violence/leaving-abusive-relationship	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/domestic-violence/leaving-abusive-relationship.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:55	21878/21878	---M--	200	added ('OK')	image/jpeg	etag:%22be16e8bc8d154942aa9fa2c7ffd92426%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Othertypesofviolenceandabuseagainstwomen.jpg?VersionId=1IlF4.4h3YRtcE_kV3qVUY3G.WsXJi8C&itok=k9dt128F	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/styles/large/public/bucket-images/Othertypesofviolenceandabuseagainstwomenc17d.jpg	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:55	72037/72037	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:55%20GMT	https://www.womenshealth.gov/relationships-and-safety/other-types/dating-violence-and-abuse	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety/other-types/dating-violence-and-abuse.html	(from https://www.womenshealth.gov/relationships-and-safety)
06:23:56	73358/73358	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:23:56%20GMT	https://www.womenshealth.gov/node/1178	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/node/1178.html	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:23:57	146453/146453	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2010:57:56%20GMT	https://www.womenshealth.gov/glossary	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/glossary.html	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:23:58	128272/128272	---M--	200	added ('OK')	image/jpeg	etag:%22edb010c8e7916ad01a4bd13cb4e0699a%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Caregiverstress.jpg?VersionId=gpVZDs9DYRmP2aigx3yYA_kXY08W7MMX	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Caregiverstress3165.jpg	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:23:58	50401/50401	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:23:58%20GMT	https://www.womenshealth.gov/files/documents/fact-sheet-anxiety-disorders.pdf	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/files/documents/fact-sheet-anxiety-disorders.pdf	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:23:59	55623/55623	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:23:58%20GMT	https://www.womenshealth.gov/publications/our-publications/fact-sheet/depression.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/publications/our-publications/fact-sheet/depression.html	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:24:00	51645/51645	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:23:59%20GMT	https://www.womenshealth.gov/heart-health-stroke/index.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/heart-health-stroke/index.html	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:24:00	50401/50401	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:24:00%20GMT	https://www.womenshealth.gov/publications/our-publications/fact-sheet/diabetes.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/publications/our-publications/fact-sheet/diabetes.html	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:24:01	54471/54471	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:24:01%20GMT	https://www.womenshealth.gov/publications/our-publications/fact-sheet/stress-your-health.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/publications/our-publications/fact-sheet/stress-your-health.html	(from https://www.womenshealth.gov/a-z-topics/caregiver-stress)
06:24:02	76674/76674	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:24:01%20GMT	https://www.womenshealth.gov/node/1196	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/node/1196.html	(from https://www.womenshealth.gov/a-z-topics/folic-acid)
06:24:03	28475/28475	---M--	200	added ('OK')	image/jpeg	etag:%229bcb97e591202a771515b843398a2f4f%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Folicacid.jpg?VersionId=UX9NZ2fw.H0CBGf4U17CtMoki3I1BZIC	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Folicacidcb4e.jpg	(from https://www.womenshealth.gov/a-z-topics/folic-acid)
06:24:03	52495/52495	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:24:02%20GMT	https://www.womenshealth.gov/illnesses-disabilities/types-illnesses-disabilities/celiac-disease.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/illnesses-disabilities/types-illnesses-disabilities/celiac-disease.html	(from https://www.womenshealth.gov/a-z-topics/folic-acid)
06:24:03	50401/50401	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:24:03%20GMT	https://www.womenshealth.gov/fitness-nutrition/how-to-eat-for-health/food-labels.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/fitness-nutrition/how-to-eat-for-health/food-labels.html	(from https://www.womenshealth.gov/a-z-topics/folic-acid)
06:24:04	50064/50064	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:24:03%20GMT	https://www.womenshealth.gov/a-z-topics/null	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/null	(from https://www.womenshealth.gov/a-z-topics/folic-acid)
06:24:04	50401/50401	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:24:04%20GMT	https://www.womenshealth.gov/publications/our-publications/fact-sheet/anemia.html	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/publications/our-publications/fact-sheet/anemia.html	(from https://www.womenshealth.gov/a-z-topics/folic-acid)
06:24:04	77621/77621	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:24:04%20GMT	https://www.womenshealth.gov/node/1038	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/node/1038.html	(from https://www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating)
06:24:05	65005/65005	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2019:17:05%20GMT	https://www.womenshealth.gov/healthy-eating/how-eat-health/healthy-eating-plan-women	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-eating/how-eat-health/healthy-eating-plan-women.html	(from https://www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating)
06:24:05	73871/73871	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:24:05%20GMT	https://www.womenshealth.gov/healthy-eating/how-eat-health/making-healthier-eating-choices	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-eating/how-eat-health/making-healthier-eating-choices.html	(from https://www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating)
06:24:06	63360/63360	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:24:05%20GMT	https://www.womenshealth.gov/healthy-eating/how-eat-health/vegetarian-eating	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-eating/how-eat-health/vegetarian-eating.html	(from https://www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating)
06:24:07	78018/78018	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:24:07%20GMT	https://www.womenshealth.gov/node/1098	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/node/1098.html	(from https://www.womenshealth.gov/a-z-topics/iron-deficiency-anemia)
06:24:07	175715/175715	---M--	200	added ('OK')	image/jpeg	etag:%22cf351298b976105617731ac28edc6270%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Hearthealthyeating.jpg?VersionId=clqPOeWG2F05stf24kCmxPrzn__AxaYK	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Hearthealthyeating31a5.jpg	(from https://www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating)
06:24:08	26260/26260	---M--	200	added ('OK')	image/jpeg	etag:%224afd599edc870233bfcf7de44f7500ea%22	https://owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Irondeficiencyanemia.jpg?VersionId=Eqgvkvax32fgiOqoffLa1eSv9pH5UBjU	C:/Users/Abduljelil/3D%20Objects/h/health/owh-wh-d9-prod.s3.amazonaws.com/s3fs-public/heading-images/Irondeficiencyanemia3994.jpg	(from https://www.womenshealth.gov/a-z-topics/iron-deficiency-anemia)
06:24:08	74646/74646	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2017:12:18%20GMT	https://www.womenshealth.gov/a-z-topics/hysterectomy	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/hysterectomy.html	(from https://www.womenshealth.gov/a-z-topics/iron-deficiency-anemia)
06:24:09	82743/82743	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:24:08%20GMT	https://www.womenshealth.gov/node/907	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/node/907.html	(from https://www.womenshealth.gov/mental-health/good-mental-health/stress-and-your-health)
